tweet_id,text,location,cleaned_text
ID_912084970159689728,"Death toll so far by state, #MexicoEarthquake: #CDMX 182; #Morelos 73; #Puebla #45; #EdoMex 13; #Guerrero 6; #Oaxaca 1 #FuerzaMexico",CDMX EdoMex Guerrero Morelos Oaxaca Puebla,death toll far state MexicoEarthquake CDMX 182 Morelos 73 Puebla 45 EdoMex 13 Guerrero 6 Oaxaca 1 FuerzaMexico
ID_1061453997142228992,"Per Butte County Sheriff: 23 confirmed dead. They have also received reports of 110 missing, but noted there may be redundancies in those reports. #CaliforniaWildfires",Butte,Butte County Sheriff 23 confirm dead receive report 110 missing note redundancy report californiawildfire
ID_1041617037959688192,RT @CharityNav: Heres how you can help those affected by #HurricaneFlorence:  ὏8 Andrew Carter,,RT   here help affect HurricaneFlorence   8 Andrew Carter
ID_1061473553021890560,At least 11 people dead from California wildfires #CaliforniaFire #CaliforniaFires #CaliforniaWildfire #CaliforniaWildfires #WoolseyFire #Woolseyfires #CampFireParadise #MalibuFire #MalibuFires #Woolsey #Malibu #FireSafety #News #FoxNews,California Malibu,11 people dead California wildfire CaliforniaFire CaliforniaFires CaliforniaWildfire CaliforniaWildfires WoolseyFire Woolseyfires CampFireParadise MalibuFire MalibuFires Woolsey Malibu FireSafety News FoxNews
ID_1039584533954392064,"A state of emergency has been declared in the state of Maryland due to Hurricane Florence. Please tune into your local news channel, MEMA, or emergency radio station for further updates. Here are some suggestions",Maryland,state emergency declare state Maryland Hurricane Florence tune local news channel MEMA emergency radio station update suggestion
ID_913850588470718464,"RT @guardianworld: Nine days after Hurricane Maria, thousands of containers of supplies are stuck in Puerto Ricos ports and warehouses htt",Puerto Ricos,RT   day Hurricane Maria thousand container supply stick Puerto Ricos port warehouse htt
ID_903048264957747200,THANK YOU to the hundreds of people who have donated so far to help schools damaged by #Harvey. Join them today:,,thank hundred people donate far help school damage Harvey join today
ID_783417523828101120,Haiti falls ‘deeper into misery’ as Hurricane Matthew pounds poor areas; at least nine dead  #japan,Haiti japan,Haiti fall deeply misery Hurricane Matthew pound poor area dead   japan
ID_1176766879203037184,#Mirpur #AJK #Earthquake - Update via #NDMA (25 SEP / 1215 hrs) - 25 people died - 459 people injured - 450 houses damaged - 14 km road damaged - #Jatlan area is cleared - #ManglaDam & Power is safe #PakistanEarthquake #EarthquakeInPakistan,AJK Jatlan Mirpur,Mirpur AJK Earthquake   Update NDMA 25 SEP   1215 hrs   25 people die   459 people injure   450 house damage   14 km road damage   Jatlan area clear   ManglaDam   Power safe pakistanearthquake earthquakeinpakistan
ID_1176573501383331840,"#earthquake Pakistan update Buildings have been reduced to rubble, we are still to see the final death toll and injury count. Help us help them, our team is on the ground now! Donate Now!  or call 0300 30 20 786",Pakistan,earthquake Pakistan update Buildings reduce rubble final death toll injury count help help team ground Donate   0300 30 20 786
ID_783505642409512960,A hurricane just hit Haiti and they could really use some help. Please consider donating at @compassion.,Haiti,hurricane hit Haiti use help consider donate
ID_728542432132931584,I am collecting donations for the Fort McMurray wildfire victims. If you have donations you would like to help,Fort McMurray,collect donation Fort McMurray wildfire victim donation like help
ID_1032074640313659392,RT @FabFlickz: #Thalapathy #Vijay gives INR 70 Lakhs as relief fund for victims of #KeralaFloods. ὄD ὠA,,RT   Thalapathy Vijay give INR 70 lakh relief fund victim KeralaFloods D
ID_911662078783504384,The Caribbean has suffered severe damage due to #HurricaneMaria. St. Croix saw extremely high winds that knocked out power lines and trees.,St. Croix,Caribbean suffer severe damage HurricaneMaria St Croix see extremely high wind knock power line tree
ID_908033572044464128,"@cnn @msnbc @realDonaldTrump gave a MILLION of his own cash to flood victims. Any report about this donation. When, to whom, from where?",,    give million cash flood victim report donation
ID_797855436388999168,RT @HenryMcMullan: More state highway 1 damage #eqnz #BREAKING,,RT   state highway 1 damage eqnz breaking
ID_1042024949656035328,"At 7:55 AM EDT, Afton [Chenango Co, NY] DEPT OF HIGHWAYS reports FLOOD. RT 7 CLOSED IN BOTH DIRECTIONS DUE TO HIGH WATER NEAR INTERSECTION OF RT 41.",Chenango NY,755 EDT Afton Chenango Co NY dept HIGHWAYS report FLOOD RT 7 close direction high water NEAR intersection RT 41
ID_1107372085591068672,@dudumo So sad that we tend to react to events like this after they have happened. Something should have been done to evacuate people in the affected areas #cycloneidai,,  sad tend react event like happen evacuate people affect area cycloneidai
ID_1106981180837117952,@edmnangagwa declares #cycloneidai a #StateOfDisaster.More than 23 people have died while hundreds are unaccounted.#Zimbabwe,,  declare cycloneidai stateofdisastermore 23 people die hundred unaccountedzimbabwe
ID_1039897727516254208,"Our Regional CEO, Guy Triano, packed his bags and deployed to #SouthCarolina today as part of #HurricaneFlorence prep. More than 700 #disaster workers are in route to the regions to help, including more than two dozen from East PA. #WednesdayWisdom",PA SouthCarolina,Regional CEO Guy Triano pack bag deploy SouthCarolina today HurricaneFlorence prep 700 disaster worker route region help include dozen East PA WednesdayWisdom
ID_906944587209564160,Urgent warning about the rapid rise of water on the SW FL coast with the passage of #Irmas eye. MOVE AWAY FROM THE WATER! @NWSMiami,FL,urgent warning rapid rise water SW FL coast passage Irmas eye away water
ID_913794366694678528,Popular Launches Embracing Puerto Rico” and Donates $1M for Fundraising Account for Victims of Hurricane Maria.,Puerto Rico,popular launch embrace Puerto Rico donate 1 M Fundraising Account victim Hurricane Maria
ID_1111392481520898048,"With love, from Houston. Texas truck driver delivers supplies to flood victims two years after Nebraskans helped him do the same for his own neighbors. Read more:",Houston Nebraskans Texas,love Houston Texas truck driver deliver supply flood victim year Nebraskans help neighbor read
ID_903506640208629760,#DSTRDamage LITechNews: White House: 100k Homes Damaged by H,White House,DSTRDamage LITechNews White House 100k Homes damage h
ID_797806607895642112,RT @RachelNBanfield: Northlanders: Civil Defence Northland hve turned off tsunami sirens.Beach & marine threat only. Safe 2 return home if,Northland,RT   Northlanders Civil Defence Northland hve turn tsunami sirensBeach   marine threat safe 2 return home
ID_1065325937992986624,"The fires continue to burn throughout California, and many are seeking shelter as well as supplies. If you would like to donate, the link below has a few options.ὤF We are continuing to pray and",California,fire continue burn California seek shelter supply like donate link optionsf continue pray
ID_910632866551402496,"RT @ThePerezHilton: More than 200 dead, were now told, victims of the earthquake in Mexico yesterday. ὡ4 #FuerzaMexico ὤF",Mexico,RT   200 dead tell victim earthquake Mexico yesterday 4 FuerzaMexico F
ID_783467383382020096,Powerful hurricane kills at lease 4  #Haiti #HurricaneMatthew,Haiti,powerful hurricane kill lease 4   Haiti HurricaneMatthew
ID_721901044737904640,"RT @GrunauerMichael: For those who want to help Ecuador, please donate.",Ecuador,RT   want help Ecuador donate
ID_1107296848912490496,We need aid and some way of helping my people in Chipinge and Chimanimani districts that are cut off from the rest of the world by #CycloneIdai @edmnangagwa has declared this a state of emergency. Please donate and assist where you can #JeffSaidIt,Chimanimani Chipinge,need aid way help people Chipinge Chimanimani district cut rest world CycloneIdai   declare state emergency donate assist JeffSaidIt
ID_1115902284368621568,"As part of the appeal, Gvt is urging businesses to adopt schools in Manicaland and Masvingo Provinces that were destroyed by #CycloneIdai.",Manicaland Masvingo,appeal Gvt urge business adopt school Manicaland Masvingo Provinces destroy CycloneIdai
ID_1030761841998233600,#Jharkhand Chief Minister #RaghubarDas announced an aid of Rs 5 crores for flood-hit Kerala. #KeralaFloods #KeralaFloodRelief,Jharkhand Kerala,Jharkhand Chief Minister RaghubarDas announce aid r 5 crore floodhit Kerala KeralaFloods KeralaFloodRelief
ID_728606357960704000,RT @albertachambers: Fort McMurray Wildfire and ACC Chamber Relief Fund #abbiz,Fort McMurray Wildfire,RT   Fort McMurray Wildfire ACC Chamber Relief Fund abbiz
ID_729844481395019776,Information for displaced #YMMFire residents. Contact phone numbers for services. @YourAlberta @RedCrossAB PDF:,,information displace ymmfire resident contact phone number service    PDF
ID_902651154059862016,Buy my music today and 100% of artist proceeds will go to @RedCross to aid #HurricaneHarvey recovery,,buy music today 100 artist proceed   aid HurricaneHarvey recovery
ID_734084217550843904,Arizona wildfire prompts evacuations. #GordonFire,Arizona,Arizona wildfire prompt evacuation GordonFire
ID_1065019362157846528,Excellent use of the @abcnews before-after sliders to show the extent of the damage caused in Paradise by the recent #CampFire in California. Fine work by @cristentilley and @tim_leslie,California,excellent use   beforeafter slider extent damage cause Paradise recent CampFire California Fine work  
ID_722065257842270208,"RT @SenatorPeralta: If want to cooperate to help victims of Ecuador earthquake, please call my office Monday at 718.205.3881 so we can info",Ecuador,RT   want cooperate help victim Ecuador earthquake office Monday 7182053881 info
ID_1030384377610399744,"RT @RahullGandhii: #KeralaFloods is worst floods in indias history, lets help and pray #KeralaDonationChallenge #KeralaFloodRelief /",indias,RT   KeralaFloods bad flood indias history let help pray KeralaDonationChallenge KeralaFloodRelief
ID_798341488044183552,"RT @AychMcArdle: If our roads, power+water systems get this badly messed up through quakes, the impact of an oil spill on our ecology would",,RT   road powerwater system badly mess quake impact oil spill ecology
ID_913459889313329152,"You guys please send water catchment systems, water filters, water treatment. Not water bottles. Expensive to ship and gone in an instant",,guy send water catchment system water filter water treatment water bottle expensive ship go instant
ID_1110913289222004736,"For our friends and neighbors in Nebraska impacted by the flooding, you can locate important information on NDE’s Emergency Response and Support webpage: . We are Nebraska Strong! ❤️❤️ #NebraskaStrong #nebedu",Nebraska,friend neighbor Nebraska impact flooding locate important information NDEs Emergency Response Support webpage   Nebraska Strong   NebraskaStrong nebedu
ID_912252673377882112,#Maria could bring tropical storm conditions to OBX,,Maria bring tropical storm condition OBX
ID_721761990419607552,RT @NewsHour: Hundreds killed as powerful earthquake strikes Ecuador,Ecuador,RT   Hundreds kill powerful earthquake strike ecuador
